-1.8	1077.6069572599954	1163.1618499625474	14.68384719583482
-1.75	1386.116907374526	1473.0648711096728	14.923869569678072
-1.7	1744.0417853026302	1832.1067159016384	15.16408019636355
-1.65	2126.8362442101934	2215.360888249881	15.285817034338951
-1.6	2485.207469627261	2573.1709946951596	15.16370369067909
-1.55	2747.9695945437998	2834.2658269391395	14.77853837547651
-1.5	2845.6069311664323	2929.440753634437	14.22971858942865
-1.45	2747.4771251085913	2828.5187186696567	13.64475425767263
-1.4	2481.1524406546378	2559.4355025676196	13.104405849525122
-1.35	2115.3453534714063	2191.088508036977	12.63465225721386
-1.3	1722.465813299932	1795.9630487067043	12.240701809373881
-1.25	1353.7933923560777	1425.3158554478432	11.90002691588499
-1.2	1035.2159939937992	1105.0052131672273	11.60597597632173
-1.15	774.0882175025181	842.3157538477099	11.34687731446584
-1.1	567.5724022891955	634.3542195570772	11.113443790100641
-1.05	408.326373752323	473.7205165690975	10.898019787642111
-1.0	287.87473793083336	351.89256421808386	10.69263593676918
-0.95	198.27874696598155	260.8947798390873	10.491707403162362
-0.9	132.7121017947211	193.86936339340173	10.28356251060339
-0.85	85.63395651179599	145.24522301903926	10.066820738249252
-0.8	52.67063283349853	110.61542243039003	9.83175568925139
-0.75	30.388273415795993	86.51165401318576	9.56556617033817
-0.7	16.131634669960476	70.25056175421923	9.265177385086501
-0.65	7.8504548911587335	59.74774743337184	8.91182680022079
-0.6	3.9615276764379814	53.40274813695578	8.49202296204789
-0.55	3.2530694801243953	49.99813273426844	8.00043204003795
-0.5	4.800256839487702	48.58943671587622	7.42739038828983
-0.45	7.882834380026907	48.411851534678135	6.7388242423599
-0.4	11.958759418164846	48.88969999918481	5.932286315299171
-0.35	16.615318972617388	49.59056533087278	5.00947088268771
-0.3	21.53543250617804	50.202889075677376	4.005894980759581
-0.25	26.49049831740558	50.51507503900211	2.98801186282197
-0.2	31.29722088907147	50.383298049506266	2.02993039776609
-0.15	35.82595676364144	49.725919124437496	1.2296675654463602
-0.1	39.954467095667496	48.493114011595026	0.66195974422809
-0.05	43.58630367886508	46.654134746757336	0.37317988424727
0.0	46.64716939162463	44.19605463487096	0.36489675918915
0.05	49.10236296005314	41.13481241639238	0.63296880652467
0.1	50.94698981009424	37.526130932732485	1.1863066607860502
0.15	52.19366288225865	33.45334344205912	1.99591938426987
0.2	52.870745604799595	29.007313316164073	2.99535372366894
0.25	53.02737196953967	24.29929798480589	4.10177842840206
0.3	52.74248266831273	19.4563681166037	5.22263585103948
0.35	52.164546442683786	14.654226364160422	6.285323145427831
0.4	51.50534774013795	10.11802312679356	7.23819628184868
0.45	51.080147320462856	6.158312843355816	8.063559493132411
0.5	51.31006679177517	3.167916444479488	8.76542883991326
0.55	52.73871761147166	1.660513185779564	9.35811153820071
0.6	56.046822056989186	2.3003845965722576	9.864135178114951
0.65	62.09155807009665	5.920424001698848	10.294857681137191
0.7	71.97282425680896	13.603085244074464	10.66904158054302
0.75	87.08457016304601	26.708997116307728	11.003002122659039
0.8	109.16769532277249	46.94260085205315	11.31010525928358
0.85	140.37574950006092	76.42330970003968	11.60045389294965
0.9	183.34176244831178	117.75039340381045	11.886284458402201
0.95	241.21288243297022	174.04583709902363	12.17111100869619
1.0	317.6176829880569	248.90539557405282	12.461961649941541
1.05	416.4722624885035	346.1982922463794	12.77320634909514
1.1	541.5541024664999	469.68330886558397	13.10672763457929
1.15	695.5277964020497	621.9667432816932	13.47620521292937
1.2	878.3873829549411	803.0074308729963	13.887223918464871
1.25	1085.1114685626235	1007.7531673617195	14.34373706087262
1.3	1303.078955172561	1223.5676689660177	14.854216018052972
1.35	1510.4660045396886	1428.670270092669	15.41238569526492
1.4	1677.5099050583667	1593.4029904672643	16.00638616344798
1.45	1773.9735479606315	1687.7297753573512	16.580808336039123
1.5	1779.7738690334954	1691.8303615177283	17.07007747299489
1.55	1694.2366093471064	1605.2688808677485	17.372035031931812
1.6	1536.510157752724	1447.270466667309	17.44325735724216
1.65	1336.4079286213964	1247.5352050763904	17.32133226642453
1.7	1123.8275480957236	1035.7618644853355	17.088149745848973
1.75	920.9915739404387	833.9721368762548	16.83206312946876
1.8	740.9419748125365	655.0740803842782	16.57967881898574
