-21.925,4.36E-08
-21.915,4.86E-08
-21.905,5.41E-08
-21.895,6.02E-08
-21.885,6.69E-08
-21.875,7.44E-08
-21.865,8.27E-08
-21.855,9.18E-08
-21.845,1.02E-07
-21.835,1.13E-07
-21.825,1.26E-07
-21.815,1.39E-07
-21.805,1.54E-07
-21.795,1.71E-07
-21.785,1.90E-07
-21.775,2.10E-07
-21.765,2.32E-07
-21.755,2.57E-07
-21.745,2.84E-07
-21.735,3.14E-07
-21.725,3.47E-07
-21.715,3.83E-07
-21.705,4.23E-07
-21.695,4.67E-07
-21.685,5.15E-07
-21.675,5.68E-07
-21.665,6.26E-07
-21.655,6.89E-07
-21.645,7.59E-07
-21.635,8.35E-07
-21.625,9.19E-07
-21.615,1.01E-06
-21.605,1.11E-06
-21.595,1.22E-06
-21.585,1.34E-06
-21.575,1.47E-06
-21.565,1.62E-06
-21.555,1.77E-06
-21.545,1.95E-06
-21.535,2.13E-06
-21.525,2.34E-06
-21.515,2.56E-06
-21.505,2.80E-06
-21.495,3.07E-06
-21.485,3.35E-06
-21.475,3.67E-06
-21.465,4.01E-06
-21.455,4.38E-06
-21.445,4.78E-06
-21.435,5.22E-06
-21.425,5.70E-06
-21.415,6.22E-06
-21.405,6.78E-06
-21.395,7.39E-06
-21.385,8.05E-06
-21.375,8.77E-06
-21.365,9.54E-06
-21.355,1.04E-05
-21.345,1.13E-05
-21.335,1.23E-05
-21.325,1.33E-05
-21.315,1.45E-05
-21.305,1.57E-05
-21.295,1.71E-05
-21.285,1.85E-05
-21.275,2.01E-05
-21.265,2.18E-05
-21.255,2.36E-05
-21.245,2.56E-05
-21.235,2.77E-05
-21.225,3.00E-05
-21.215,3.24E-05
-21.205,3.51E-05
-21.195,3.79E-05
-21.185,4.10E-05
-21.175,4.43E-05
-21.165,4.78E-05
-21.155,5.16E-05
-21.145,5.56E-05
-21.135,6.00E-05
-21.125,6.47E-05
-21.115,6.97E-05
-21.105,7.50E-05
-21.095,8.08E-05
-21.085,8.70E-05
-21.075,9.35E-05
-21.065,0.000100594
-21.055,0.000108125
-21.045,0.000116172
-21.035,0.000124766
-21.025,0.000133953
-21.015,0.00014375
-21.005,0.000154203
-20.995,0.000165313
-20.985,0.000177188
-20.975,0.000189844
-20.965,0.000203438
-20.955,0.000217656
-20.945,0.000232969
-20.935,0.000249219
-20.925,0.000266406
-20.915,0.000284844
-20.905,0.000304375
-20.895,0.000325
-20.885,0.000347031
-20.875,0.000370313
-20.865,0.000395
-20.855,0.000421094
-20.845,0.000448906
-20.835,0.000478281
-20.825,0.000509375
-20.815,0.000542188
-20.805,0.000577031
-20.795,0.00061375
-20.785,0.000652656
-20.775,0.00069375
-20.765,0.000737031
-20.755,0.000782813
-20.745,0.000831094
-20.735,0.000881875
-20.725,0.000935547
-20.715,0.000992031
-20.705,0.001051563
-20.695,0.001114219
-20.685,0.00118
-20.675,0.001249375
-20.665,0.001322188
-20.655,0.00139875
-20.645,0.001479063
-20.635,0.001564063
-20.625,0.001651563
-20.615,0.001745313
-20.605,0.001842188
-20.595,0.001945313
-20.585,0.002051563
-20.575,0.002164063
-20.565,0.00228125
-20.555,0.002403125
-20.545,0.00253125
-20.535,0.002665625
-20.525,0.00280625
-20.515,0.002953125
-20.505,0.003104688
-20.495,0.003264063
-20.485,0.00343125
-20.475,0.003604688
-20.465,0.003785938
-20.455,0.003973438
-20.445,0.004170313
-20.435,0.004373438
-20.425,0.004585938
-20.415,0.00480625
-20.405,0.005035938
-20.395,0.005275
-20.385,0.005521875
-20.375,0.005779688
-20.365,0.006046875
-20.355,0.006323438
-20.345,0.006610938
-20.335,0.006907813
-20.325,0.007215625
-20.315,0.007534375
-20.305,0.007865625
-20.295,0.00820625
-20.285,0.008560156
-20.275,0.008925
-20.265,0.009303125
-20.255,0.009692188
-20.245,0.010095313
-20.235,0.010509375
-20.225,0.0109375
-20.215,0.011379688
-20.205,0.011834375
-20.195,0.012303125
-20.185,0.012785938
-20.175,0.013282813
-20.165,0.01379375
-20.155,0.01431875
-20.145,0.014859375
-20.135,0.015414063
-20.125,0.015984375
-20.115,0.0165625
-20.105,0.017171875
-20.095,0.01778125
-20.085,0.018421875
-20.075,0.0190625
-20.065,0.019734375
-20.055,0.02040625
-20.045,0.02109375
-20.035,0.0218125
-20.025,0.02253125
-20.015,0.02328125
-20.005,0.024046875
-19.995,0.0248125
-19.985,0.025609375
-19.975,0.02640625
-19.965,0.027234375
-19.955,0.028078125
-19.945,0.0289375
-19.935,0.029796875
-19.925,0.0306875
-19.915,0.03159375
-19.905,0.032515625
-19.895,0.033453125
-19.885,0.034390625
-19.875,0.035359375
-19.865,0.03634375
-19.855,0.037328125
-19.845,0.03834375
-19.835,0.039359375
-19.825,0.04040625
-19.815,0.041453125
-19.805,0.042515625
-19.795,0.04359375
-19.785,0.0446875
-19.775,0.045796875
-19.765,0.04690625
-19.755,0.048046875
-19.745,0.0491875
-19.735,0.050328125
-19.725,0.0515
-19.715,0.052671875
-19.705,0.05384375
-19.695,0.055046875
