x,Reactant
-0.891704761166283,0.337989190026403
-0.884513593698959,0.322341792914087
-0.877322426231634,0.30723876719183
-0.87013125876431,0.292666409105318
-0.862940091296986,0.278611266303116
-0.855748923829661,0.265060134686057
-0.848557756362337,0.252000055277659
-0.841366588895012,0.23941831111555
-0.834175421427688,0.227302424163922
-0.826984253960363,0.215640152246997
-0.819793086493039,0.204419486003513
-0.812601919025715,0.193628645862237
-0.80541075155839,0.183256079038488
-0.798219584091066,0.173290456551682
-0.791028416623741,0.1637206702639
-0.783837249156417,0.15453582993947
-0.776646081689093,0.145725260325571
-0.769454914221768,0.137278498253856
-0.762263746754444,0.129185289763094
-0.755072579287119,0.121435587242833
-0.747881411819795,0.114019546598075
-0.740690244352471,0.106927524434984
-0.733499076885146,0.100150075267598
-0.726307909417822,0.0936779487455696
-0.719116741950497,0.087502086902926
-0.711925574483173,0.0816136214278419
-0.704734407015849,0.0760038709534375
-0.697543239548524,0.0706643383695937
-0.6903520720812,0.0655867081557862
-0.683160904613875,0.0607628437349394
-0.675969737146551,0.0561847848482993
-0.668778569679227,0.0518447449513259
-0.661587402211902,0.0477351086306047
-0.654396234744578,0.0438484290417771
-0.647205067277253,0.0401774253684908
-0.640013899809929,0.0367149803023689
-0.632822732342604,0.0334541375439981
-0.62563156487528,0.0303880993249369
-0.618440397407956,0.0275102239507421
-0.611249229940631,0.0248140233650153
-0.604058062473307,0.0222931607344684
-0.596866895005982,0.019941448055008
-0.589675727538658,0.0177528437788396
-0.582484560071334,0.0157214504625908
-0.575293392604009,0.0138415124364536
-0.568102225136685,0.0121074134943462
-0.56091105766936,0.010513674605094
-0.553719890202036,0.0090549516446296
-0.546528722734712,0.00772603314921244
-0.539337555267387,0.00652183808966731
-0.532146387800063,0.00543741366664232
-0.524955220332738,0.00446793312688616
-0.517764052865414,0.00360869360054443
-0.51057288539809,0.00285511395947532
-0.503381717930765,0.00220273269658454
-0.496190550463441,0.00164720582617946
-0.488999382996116,0.00118430480534258
-0.481808215528792,0.00080991447632408
-0.474617048061467,0.000520031029953775
-0.467425880594143,0.000310759990072273
-0.460234713126819,0.00017831421898133
-0.453043545659494,0.000119011943913545
-0.44585237819217,0.000129274804521163
-0.438661210724845,0.000205625921384284
-0.431470043257521,0.000344687985538202
-0.424278875790197,0.000543181369020031
-0.417087708322872,0.000797922256434596
-0.409896540855548,0.00110582079753954
-0.402705373388223,0.00146387928084969
-0.395514205920899,0.00186919032826067
-0.388323038453575,0.00231893511069173
-0.38113187098625,0.00281038158474792
-0.373940703518926,0.0033408827504014
-0.366749536051601,0.003907874929692
-0.359558368584277,0.00450887606644714
-0.352367201116953,0.00514148404702086
-0.345176033649628,0.00580337504205221
-0.337984866182304,0.0064923018692428
-0.330793698714979,0.00720609237715362
-0.323602531247655,0.00794264785002116
-0.316411363780331,0.00869994143359271
-0.309220196313006,0.00947601658198093
-0.302029028845682,0.0102689855255377
-0.294837861378357,0.011077027759747
-0.287646693911033,0.0118983885551377
-0.280455526443709,0.0127313774882145
-0.273264358976384,0.0135743669934092
-0.26607319150906,0.0144257909360503
-0.258882024041735,0.0152841432063531
-0.251690856574411,0.0161479763344272
-0.244499689107086,0.0170159001263051
-0.237308521639762,0.0178865803209888
-0.230117354172438,0.0187587372685165
-0.222926186705113,0.0196311446290474
-0.215735019237789,0.0205026280929675
-0.208543851770464,0.0213720641220126
-0.20135268430314,0.0222383787114124
-0.194161516835816,0.0231005461730523
-0.186970349368491,0.0239575879396558
-0.179779181901167,0.0248085713899851
-0.172588014433842,0.0256526086950615
-0.165396846966518,0.026488855685405
-0.158205679499194,0.0273165107392928
-0.151014512031869,0.0281348136920374
-0.143823344564545,0.0289430447662841
-0.13663217709722,0.029740523523327
-0.129441009629896,0.0305266078354452
-0.122249842162572,0.0313006928792577
-0.115058674695247,0.0320622101500971
-0.107867507227923,0.0328106264974039
-0.100676339760598,0.0335454431811386
