x,Product
-1.11810286151482,0.698300428540416
-1.10909470855374,0.660181869759334
-1.10008655559266,0.623693723562897
-1.09107840263159,0.588784208335254
-1.08207024967051,0.55540271241966
-1.07306209670943,0.523499777077639
-1.06405394374835,0.493027079569772
-1.05504579078727,0.463937416358149
-1.04603763782619,0.436184686430473
-1.03702948486512,0.409723874745797
-1.02802133190404,0.384511035801927
-1.01901317894296,0.360503277324463
-1.01000502598188,0.337658744077497
-1.0009968730208,0.315936601795953
-0.991988720059725,0.295297021239579
-0.982980567098647,0.275701162368592
-0.973972414137568,0.257111158640965
-0.96496426117649,0.239490101431369
-0.955956108215412,0.222802024571759
-0.946947955254333,0.207011889013613
-0.937939802293255,0.192085567611822
-0.928931649332177,0.177989830030219
-0.919923496371099,0.164692327768772
-0.91091534341002,0.152161579312413
-0.901907190448942,0.14036695540152
-0.892899037487864,0.129278664424057
-0.883890884526786,0.118867737929345
-0.874882731565707,0.109106016263502
-0.865874578604629,0.0999661343265156
-0.856866425643551,0.091421507450976
-0.847858272682473,0.0834463174024518
-0.838850119721395,0.0760154985015175
-0.829841966760316,0.0691047238674294
-0.820833813799238,0.0626903917834506
-0.81182566083816,0.0567496121838253
-0.802817507877082,0.051260193262402
-0.793809354916003,0.0462006282029055
-0.784801201954925,0.0415500820308591
-0.775793048993847,0.0372883785871545
-0.766784896032769,0.0333959876232714
-0.75777674307169,0.0298540120181471
-0.748768590110612,0.0266441751166928
-0.739760437149534,0.023748808189962
-0.730752284188456,0.0211508380169656
-0.721744131227377,0.0188337745881372
-0.712735978266299,0.0167816989304476
-0.703727825305221,0.0149792510541675
-0.694719672344143,0.0134116180212804
-0.685711519383064,0.0120645221355437
-0.676703366421986,0.0109242092541994
-0.667695213460908,0.00997743722133392
-0.65868706049983,0.00921146442288641
-0.649678907538752,0.00861403846330697
-0.640670754577673,0.00817338496386345
-0.631662601616595,0.00787819648259737
-0.622654448655517,0.0077176215559292
-0.613646295694438,0.0076812538619124
-0.60463814273336,0.00775912150513684
-0.595629989772282,0.00794167642328112
-0.586621836811204,0.00821978391531409
-0.577613683850125,0.00858471229134541
-0.568605530889047,0.00902812264412516
-0.559597377927969,0.00954205874219272
-0.550589224966891,0.0101189370446745
-0.541581072005813,0.010751536837731
-0.532572919044734,0.0114329904926526
-0.523564766083656,0.0121567738456052
-0.514556613122578,0.0129166966990238
-0.5055484601615,0.0137068934446563
-0.496540307200421,0.0145218138082558
-0.487532154239343,0.0153562137159217
-0.478524001278265,0.0162051462820911
-0.469515848317187,0.0170639529191777
-0.460507695356108,0.017928254568861
-0.45149954239503,0.018793943055024
-0.442491389433952,0.0196571725583404
-0.433483236472874,0.0205143512125103
-0.424475083511795,0.0213621328221456
-0.415466930550717,0.0221974087023042
-0.406458777589639,0.0230172996396734
-0.397450624628561,0.0238191479754021
-0.388442471667482,0.0246005098095826
-0.379434318706404,0.0253591473273808
-0.370426165745326,0.0260930212468166
-0.361418012784248,0.0268002833881919
-0.352409859823169,0.0274792693651691
-0.343401706862091,0.0281284913974978
-0.334393553901013,0.0287466312453909
-0.325385400939935,0.0293325332655498
-0.316377247978856,0.0298851975888386
-0.307369095017778,0.0304037734196078
-0.2983609420567,0.030887552456666
-0.289352789095622,0.0313359624359024
-0.280344636134543,0.0317485607945566
-0.271336483173465,0.0321250284571387
-0.262328330212387,0.0324651637429981
-0.253320177251309,0.0327688763955416
-0.244312024290231,0.0330361817330998
-0.235303871329152,0.033267194921444
-0.226295718368074,0.0334621253679506
-0.217287565406996,0.033621271237416
-0.208279412445918,0.0337450140895198
-0.199271259484839,0.0338338136379368
-0.190263106523761,0.0338882026310995
-0.181254953562683,0.0339087818546077
-0.172246800601605,0.0338962152552892
-0.163238647640526,0.0338512251869078
-0.154230494679448,0.0337745877775219
-0.14522234171837,0.033667128418491
-0.136214188757292,0.0335297173751325
-0.127206035796213,0.0333632655190259
-0.118197882835135,0.033168720181968
-0.109189729874057,0.032947061131576
-0.100181576912979,0.0326992966685398
-0.0911734239519004,0.0324264598455238
-0.0821652709908221,0.0321296048077175
-0.0731571180297439,0.0318098032550352
-0.0641489650686655,0.031468141025965
-0.0551408121075874,0.0311057148030666
-0.0461326591465092,0.0307236289401186
-0.0371245061854308,0.0303229924109141
-0.0281163532243527,0.0299049158797067
-0.0191082002632743,0.029470508893304
-0.0101000473021962,0.0290208771948117
-0.001091894341118,0.0285571201590256
0.00791625861996037,0.0280803283494736
0.0169244115810385,0.0275915811971061
0.0259325645421169,0.027091944800636
0.0349407175031951,0.0265824698485272
0.0439488704642732,0.0260641896626332
