-0.7    134.1892589717172       206.07435978809372      11.999989175109121
-0.65   92.45730615500361       162.66375637752935      11.797115362132592
-0.6    60.81903148209676       129.13316413480788      11.5593520223961
-0.55   37.682192413602024      103.83505693543702      11.27050941146787
-0.5    21.518301371950656      85.18917767098173       10.91659406807547
-0.45   10.940562420058995      71.734621535521 10.46798754504138
-0.4    4.722069033421576       62.190767192747444      9.904358535404759
-0.35   1.8210299839265645      55.45432748598978       9.187052455561052
-0.3    1.366336619015783       50.66856373148039       8.320524622776361
-0.25   2.6563705960288644      47.224979990161955      7.346692669920571
-0.2    5.133903501555324       44.60161388292909       6.31751438144916
-0.15   8.332068287301809       42.3231269819662        5.25401132474448
-0.1    11.901091172359884      40.0849261903204        4.211843590159201
-0.05   15.579865464009345      37.70967732882127       3.26480629184748
0.0     19.191370740532875      35.12446379708126       2.48876532522801
0.05    22.631816934328526      32.339074743911624      1.94647163771079
0.1     25.88062173407525       29.447573837824166      1.67959185837606
0.15    28.99934382038191       26.619576890952885      1.6937735724907201
0.2     32.138961972203106      24.10031460504979       1.9487306718175503
0.25    35.53617276344448       22.201596438884735      2.36796975146376
0.3     39.52732127113268       21.31743558961898       2.87255011958757
0.35    44.54582829028368       21.901082151103765      3.3968342851981204
0.4     51.1341130095534        24.485730924177915      3.8950768076335205
0.45    59.920563417486846      29.68577643437311       4.34726013466998
0.5     71.59004335245118       38.14931046590209       4.74629340925017
0.55    86.86638499377295       50.5541687537916        5.1024677867493295
0.6     106.42780058085918      67.53733616508543       5.42594892064788
0.65    130.8625174947083       89.63621181249619       5.7317970383242205
