x, y
-0.6447289026808034, 49.440243372446766
-0.6280554631989853, 42.790960451977405
-0.6078601598384376, 36.079965232507604
-0.5951518957725319, 30.478922207735767
-0.5755476744615612, 26.205128205128208
-0.5544903764453804, 21.156019122120817
-0.5245175908480796, 16.512820512820515
-0.48766116221508, 12.566275532377228
-0.4287622988166045, 9.69534984789222
-0.3236235792480944, 10.295089091699262
-0.2254423879714803, 12.877009995654063
-0.14154567955964387, 14.548891786179922
-0.059569987808932745, 14.75749674054759
0.045408647037816885, 12.635375923511518
0.13234696516310163, 9.40373750543242
0.20610907926656563, 6.364189482833551
0.28511704656002557, 3.140373750543242
0.426373342199564, 0.017818339852238158
0.5650190254534706, 3.895697522816167
0.6366630955459505, 9.34245980008692
0.715326264977157, 18.410691003911342
0.784027239031118, 28.0425901781834
0.8288632753334071, 34.99261190786615
0.8720122649525286, 42.28465884398088
0.9177595527479157, 49.315080399826165
