x, y
-0.6184996367308236, 49.56844850065189
-0.6123055894196313, 43.76010430247719
-0.5912236629847181, 38.562798783137765
-0.5796236777617693, 33.573229030856155
-0.5651791101752311, 29.05910473707084
-0.5470772224069353, 24.286831812255542
-0.5228428583742781, 19.720121686223383
-0.487858189564939, 15.20730117340287
-0.4553486768382036, 11.773142112125164
-0.3748383760020688, 8.797913950456325
-0.26088268252736835, 10.513689700130378
-0.17786028298053125, 12.292046936114733
-0.07805361606758038, 12.96523250760539
0.03624687526937331, 11.301173402868319
0.13101703055155345, 7.891786179921773
0.21214304185599764, 4.620599739243807
0.2931828536948785, 1.6918730986527597
0.3951075646188136, -0.003911342894393742
0.5364993165613801, 3.712299000434594
0.6127735293755463, 9.261190786614517
0.6939487975174554, 18.430247718383313
0.7669228022214833, 28.942633637548894
0.8203048998239066, 37.32898739678401
0.85792480943761, 43.526292916123424
0.8963943994975803, 49.93568013906997
