x, y
-0.5293570751289913, 49.5219469795741
-0.5149863927986503, 44.089091699261196
-0.49947048899725394, 38.599304650152106
-0.4851490635043777, 33.71621034332899
-0.469682416540446, 28.99782703172534
-0.45291046338369845, 24.369404606692743
-0.4336387257256148, 20.34245980008692
-0.40605489674535444, 16.15645371577575
-0.3798995160515719, 12.38374619730552
-0.34788257169948406, 9.595393307257714
-0.2982316795350155, 7.4815297696653635
-0.2043112046991023, 6.411125597566276
-0.11101875454086474, 6.339852238157324
0.00521506766658042, 5.3589743589743595
0.12114103463987091, 2.933072577140374
0.2806716169788318, 0.12342459800086919
0.43078182915265917, 3.4797913950456327
0.5014161340771115, 8.651455888744024
0.5545519474922112, 13.987831377661887
0.6117637642075191, 21.048674489352457
0.6557624342729074, 27.51673185571491
0.6971381777432979, 33.930899608865715
0.7328124422771436, 39.755323772272924
0.7607041264915586, 44.92568448500652
0.7901720295048456, 49.779661016949156
