x, y
-0.6391456805865476, 49.91038413016053
-0.6311640224614403, 44.32244312002436
-0.6178122164733577, 39.192587114455996
-0.6047546651626983, 33.083046939574544
-0.5902994041342782, 26.9060773480663
-0.5695421887643756, 20.82481402531866
-0.5478654275275251, 15.353025623178318
-0.5262990117947083, 9.952581894114065
-0.4916137416934357, 5.343019967807892
-0.45307863956254135, 2.0172271283769088
-0.3913096785267649, -0.028276852133814766
-0.25915254652902087, 3.5411319441423412
-0.09861209877148669, 9.720711706616784
0.06467472597533164, 11.201548701439945
0.18972070326867907, 9.283943098272937
0.3665922856232069, 6.899986949145169
0.5040705230376892, 10.31974594335929
0.5576003531056131, 13.639013355374777
0.6049140531129693, 17.929264366816028
0.6575611191486233, 23.530256231783184
0.7038817096196759, 29.744638273806935
0.75106054289988, 36.2939922564928
0.787609425958167, 42.2838995954235
0.8318211912410192, 49.40705616217863
